"","Tow-SpeciesID","TowID","Genus","Species","Total Number","Notes"
"12431",15540,5915,"Callinectes","sapidus",2,NA
"12432",15541,5916,"Callinectes","sapidus",24,NA
"12433",15542,5916,"Anchoa","mitchilli",43,NA
"12434",15543,5916,"Pseudopleuronectes","americanus",14,NA
"12435",15544,5916,"Sphoeroides","maculatus",1,NA
"12436",15545,5916,"Leiostomus","xanthurus",1,NA
"12437",15546,5916,"Pomatomus","saltatrix",1,NA
"12438",15547,5916,"Menidia","menidia",5,NA
"12439",15548,5916,"Fundulus","majalis",2,NA
"12440",15549,5917,"Chrysaora","quinquecirrha",6,NA
"12441",15550,5917,"Bougainvillia","sp.",2,NA
"12442",15551,5917,"Menidia","menidia",1,NA
"12443",15552,5917,"Pomatomus","saltatrix",1,NA
"12444",15553,5917,"Pungitius","pungitius",1,NA
"12445",15554,5918,"Mnemiopsis","leidyi",1,NA
"12446",15555,5918,"Chrysaora","quinquecirrha",2,NA
"12447",15556,5918,"Menidia","menidia",7,NA
"12448",15557,5918,"Pomatomus","saltatrix",2,NA
"12449",15558,5918,"Bougainvillia","sp.",1,NA
"12450",15559,5919,"Chrysaora","quinquecirrha",2,NA
"12451",15560,5919,"Carangidae","sp.",1,NA
"12452",15561,5919,"Menidia","menidia",3,NA
"12453",15562,5919,"Pomatomus","saltatrix",2,NA
"12454",15563,5920,"Chrysaora","quinquecirrha",1,NA
"12455",15564,5920,"Menidia","menidia",1,NA
"12456",15565,5921,"Chrysaora","chesapeakei",8,NA
"12457",15566,5921,"Fundulus","heteroclitus",2,NA
"12458",15567,5921,"Menidia","menidia",64,NA
"12459",15568,5921,"Anchoa","mitchilli",23,NA
"12460",15569,5921,"Pomatomus","saltatrix",1,NA
"12461",15570,5921,"Strongylura","marina",1,NA
"12462",15571,5921,"Brevoortia","tyrannus",1,NA
"12463",15572,5922,"Menidia","menidia",20,NA
"12464",15573,5922,"Chrysaora","chesapeakei",2,NA
"12465",15574,5922,"Fundulus","heteroclitus",12,NA
"12466",15575,5922,"Brevoortia","tyrannus",4,NA
"12467",15576,5922,"Anchoa","mitchilli",8,NA
"12468",15577,5922,"Callinectes","sapidus",3,NA
"12469",15578,5923,"Mnemiopsis","leidyi",15,NA
"12470",15579,5923,"Pseudopleuronectes","americanus",4,NA
"12471",15580,5923,"Pomatomus","saltatrix",1,NA
"12472",15581,5923,"Callinectes","sapidus",1,NA
"12473",15582,5924,"Mnemiopsis","leidyi",11,NA
"12474",15583,5924,"Pseudopleuronectes","americanus",1,NA
"12475",15584,5924,"Menidia","menidia",1,NA
"12476",15585,5925,"Brevoortia","tyrannus",4864,NA
"12477",15586,5925,"Mnemiopsis","leidyi",2,NA
"12478",15587,5925,"Bougainvillia","sp.",54,NA
"12479",15588,5925,"Menidia","menidia",2,NA
"12480",15589,5925,"Chrysaora","chesapeakei",2,NA
"12481",15590,5925,"Opsanus","tau",1,NA
"12482",15591,5925,"Paralichthys","dentatus",1,NA
"12483",15592,5925,"Callinectes","sapidus",4,NA
"12484",15593,5925,"Menidia","menidia",7,NA
"12485",15594,5925,"Anchoa","mitchilli",14,NA
"12486",15595,5925,"Fundulus","heteroclitus",2,NA
"12487",15596,5925,"Pomatomus","saltatrix",2,NA
"12488",15597,5925,"Syngnathus","fuscus",1,NA
"12489",15598,5925,"Malaclemys","terrapin",1,NA
"12490",15599,5926,"Mnemiopsis","leidyi",12,NA
"12491",15600,5926,"Bougainvillia","sp.",114,NA
"12492",15601,5926,"Chrysaora","chesapeakei",2,NA
"12493",15602,5926,"Callinectes","sapidus",15,NA
"12494",15603,5926,"Leiostomus","xanthurus",3,NA
"12495",15604,5926,"Anchoa","mitchilli",17,NA
"12496",15605,5926,"Brevoortia","tyrannus",1,NA
"12497",15606,5926,"Fundulus","heteroclitus",1,NA
"12498",15607,5926,"Pseudopleuronectes","americanus",1,NA
"12499",15608,5926,"Paralichthys","dentatus",1,NA
"12500",15609,5926,"Trinectes","maculatus",1,NA
"12501",15610,5926,"Pomatomus","saltatrix",1,NA
"12502",15611,5926,"Menidia","menidia",1,NA
"12503",15612,5927,"Bougainvillia","sp.",100,NA
"12504",15613,5927,"Mnemiopsis","leidyi",9,NA
"12505",15614,5927,"Callinectes","sapidus",2,NA
"12506",15615,5927,"Chrysaora","chesapeakei",4,NA
"12507",14795,5538,"Callinectes","sapidus",13,NA
"12508",14796,5538,"Mnemiopsis","leidyi",4,NA
"12509",14797,5538,"Anchoa","mitchilli",1,NA
"12510",14798,5538,"Bairdiella","chrysoura",61,NA
"12511",14799,5538,"Gobiesox","strumosus",1,NA
"12512",14800,5538,"Membras","martinica",1,NA
"12513",14801,5538,"Chasmodes","bosquianus",1,NA
"12514",14802,5539,"Brevoortia","tyrannus",1,NA
"12515",14803,5539,"Strongylura","marina",2,NA
"12516",14804,5539,"Mnemiopsis","leidyi",4,NA
"12517",14805,5539,"Opsanus","tau",3,NA
"12518",14806,5539,"Menidia","menidia",40,NA
"12519",14807,5539,"Membras","martinica",1,NA
"12520",14808,5539,"Bairdiella","chrysoura",4,NA
"12521",14809,5539,"Pogonias","cromis",1,NA
"12522",14810,5539,"Gobiesox","strumosus",1,NA
"12523",14811,5539,"Callinectes","sapidus",1,NA
"12524",14812,5540,"Callinectes","sapidus",2,NA
"12525",14813,5540,"Pogonias","cromis",1,NA
"12526",14814,5540,"Mnemiopsis","leidyi",4,NA
"12527",14815,5540,"Mugil","curema",2,NA
"12528",14816,5540,"Menidia","menidia",18,NA
"12529",14817,5541,"Brevoortia","tyrannus",86,NA
"12530",14818,5541,"Mnemiopsis","leidyi",20,NA
"12531",14819,5541,"Callinectes","sapidus",10,NA
"12532",14820,5541,"Menidia","menidia",78,NA
"12533",14821,5541,"Mugil","curema",2,NA
"12534",14822,5541,"Bairdiella","chrysoura",4,NA
"12535",14823,5541,"Pomatomus","saltatrix",1,NA
"12536",14824,5541,"Anchoa","hepsetus",2,NA
"12537",14825,5541,"Gobiesox","strumosus",1,NA
"12538",14826,5541,"Chrysaora","chesapeakei",1,NA
"12539",14827,5541,"Sphoeroides","maculatus",1,NA
"12540",14828,5541,"Fundulus","heteroclitus",1,NA
"12541",14829,5541,"Anchoa","mitchilli",1,NA
"12542",14830,5542,"Callinectes","sapidus",8,NA
"12543",14831,5542,"Mnemiopsis","leidyi",18,NA
"12544",14832,5542,"Menidia","menidia",57,NA
"12545",14833,5542,"Pomatomus","saltatrix",1,NA
"12546",14834,5542,"Menticirrhus","saxatilis",1,NA
"12547",14835,5542,"Fundulus","heteroclitus",2,NA
"12548",14836,5542,"Bairdiella","chrysoura",1,NA
"12549",14837,5543,"Callinectes","sapidus",41,NA
"12550",14838,5543,"Menidia","menidia",39,NA
"12551",14839,5543,"Fundulus","majalis",1,NA
"12552",14840,5543,"Pogonias","cromis",3,NA
"12553",14841,5544,"Fundulus","majalis",1,NA
"12554",14842,5544,"Callinectes","sapidus",8,NA
"12555",14843,5544,"Menidia","menidia",63,NA
"12556",14844,5544,"Cyprinodon","variegatus",4,NA
"12557",14845,5544,"Fundulus","heteroclitus",1,NA
"12558",14846,5545,"Cyprinodon","variegatus",50,NA
"12559",14847,5545,"Syngnathus","fuscus",6,NA
"12560",14848,5545,"Gobiosoma","bosc",3,NA
"12561",14849,5545,"Fundulus","diaphanus",2,NA
"12562",14850,5545,"Opsanus","tau",1,NA
"12563",14851,5545,"Bairdiella","chrysoura",2,NA
"12564",14852,5545,"Mugil","curema",1,NA
"12565",14853,5545,"Mnemiopsis","leidyi",2,NA
"12566",14854,5545,"Menidia","menidia",63,NA
"12567",14855,5546,"Syngnathus","fuscus",4,NA
"12568",14856,5546,"Mnemiopsis","leidyi",12,NA
"12569",14857,5546,"Fundulus","diaphanus",1,NA
"12570",14858,5546,"Chrysaora","chesapeakei",1,NA
"12571",14859,5546,"Menidia","menidia",125,NA
"12572",14860,5546,"Anchoa","hepsetus",5,NA
"12573",14861,5546,"Bairdiella","chrysoura",1,NA
"12574",14862,5547,"Mnemiopsis","leidyi",1,NA
"12575",14863,5547,"Menidia","menidia",30,NA
"12576",14864,5547,"Fundulus","majalis",2,NA
"12577",14865,5547,"Mugil","curema",2,NA
"12578",14866,5547,"Fundulus","diaphanus",1,NA
"12579",14867,5548,"Menidia","menidia",15,NA
"12580",14868,5548,"Mnemiopsis","leidyi",13,NA
"12581",14869,5548,"Cyprinodon","variegatus",1,NA
"12582",14870,5548,"Mugil","curema",1,NA
"12583",14871,5549,"Strongylura","marina",6,NA
"12584",14872,5549,"Menidia","menidia",8,NA
"12585",12190,4766,"Menidia","menidia",16,NA
"12586",12191,4767,"Brevoortia","tyrannus",7,NA
"12587",12192,4767,"Mnemiopsis","leidyi",2,NA
"12588",12193,4767,"Menidia","menidia",37,NA
"12589",12194,4768,"Callinectes","sapidus",17,NA
"12590",12195,4768,"Chrysaora","quinquecirrha",39,NA
"12591",12196,4768,"Menidia","menidia",3,NA
"12592",12197,4768,"Pomatomus","saltatrix",1,NA
"12593",12198,4769,"Callinectes","sapidus",146,NA
"12594",12199,4769,"Chrysaora","quinquecirrha",32,NA
"12595",12200,4769,"Menidia","menidia",4,NA
"12596",12201,4769,"Fundulus","majalis",1,NA
"12597",12202,4769,"Trinectes","maculatus",1,NA
"12598",12203,4770,"Syngnathus","fuscus",1,NA
"12599",12204,4770,"Menidia","menidia",5,NA
"12600",12205,4770,"Callinectes","sapidus",29,NA
"12601",12206,4770,"Pseudopleuronectes","americanus",1,NA
"12602",12207,4770,"Mnemiopsis","leidyi",1,NA
"12603",12208,4771,"Brevoortia","tyrannus",10,NA
"12604",12209,4771,"Chrysaora","quinquecirrha",1,NA
"12605",12210,4771,"Mnemiopsis","leidyi",4,NA
"12606",12211,4771,"Callinectes","sapidus",7,NA
"12607",12212,4771,"Menidia","menidia",5,NA
"12608",12213,4771,"Pomatomus","saltatrix",1,NA
"12609",12214,4772,"Callinectes","sapidus",8,NA
"12610",12215,4772,"Mnemiopsis","leidyi",120,NA
"12611",12216,4772,"Menidia","menidia",69,NA
"12612",12217,4772,"Chrysaora","quinquecirrha",13,NA
"12613",12218,4772,"Gobiesox","strumosus",2,NA
"12614",12219,4772,"Bairdiella","chrysoura",5,NA
"12615",12220,4772,"Syngnathus","fuscus",1,NA
"12616",12221,4772,"Menticirrhus","saxatilis",1,NA
"12617",12222,4773,"Chrysaora","quinquecirrha",10,NA
"12618",12223,4773,"Mnemiopsis","leidyi",261,NA
"12619",12224,4773,"Menidia","menidia",14,NA
"12620",12225,4773,"Callinectes","sapidus",1,NA
"12621",12226,4774,"Syngnathus","fuscus",2,NA
"12622",12227,4774,"Mnemiopsis","leidyi",276,NA
"12623",12228,4774,"Menidia","menidia",52,NA
"12624",12229,4774,"Chrysaora","quinquecirrha",4,NA
"12625",12230,4774,"Callinectes","sapidus",9,NA
"12626",12231,4774,"Gobiesox","strumosus",1,NA
"12627",12232,4774,"Brevoortia","tyrannus",1,NA
"12628",12233,4774,"Bairdiella","chrysoura",2,NA
"12629",12234,4775,"Opsanus","tau",1,NA
"12630",12235,4775,"Callinectes","sapidus",6,NA
"12631",12236,4775,"Mnemiopsis","leidyi",416,NA
"12632",12237,4775,"Menidia","menidia",9,NA
"12633",12238,4775,"Gobiesox","strumosus",1,NA
"12634",12239,4775,"Bairdiella","chrysoura",3,NA
"12635",12240,4775,"Syngnathus","fuscus",1,NA
"12636",12241,4775,"Chrysaora","quinquecirrha",1,NA
"12637",12242,4775,"Gobiosoma","bosc",1,NA
"12638",12243,4776,"Menidia","menidia",108,NA
"12639",12244,4776,"Mnemiopsis","leidyi",628,NA
"12640",12245,4776,"Callinectes","sapidus",7,NA
"12641",12246,4776,"Pomatomus","saltatrix",1,NA
"12642",12247,4776,"Opsanus","tau",1,NA
"12643",12248,4776,"Syngnathus","fuscus",1,NA
"12644",12249,4777,"Menidia","menidia",83,NA
"12645",12250,4777,"Callinectes","sapidus",4,NA
"12646",12251,4777,"Mnemiopsis","leidyi",50,NA
"12647",12252,4777,"Strongylura","marina",1,NA
"12648",12253,4777,"Syngnathus","fuscus",1,NA
"12649",12254,4778,"Callinectes","sapidus",14,NA
"12650",12255,4778,"Strongylura","marina",2,NA
"12651",12256,4778,"Bairdiella","chrysoura",33,NA
"12652",12257,4778,"Syngnathus","fuscus",7,NA
"12653",12258,4778,"Menidia","menidia",16,NA
"12654",12259,4778,"Mnemiopsis","leidyi",25,NA
"12655",12260,4778,"Anchoa","mitchilli",2,NA
"12656",12261,4778,"Anchoa","hepsetus",1,NA
"12657",12262,4778,"Centropristis","striata",1,NA
"12658",12263,4779,"Callinectes","sapidus",9,NA
"12659",12264,4779,"Menidia","menidia",34,NA
"12660",12265,4779,"Mnemiopsis","leidyi",20,NA
"12661",12266,4779,"Syngnathus","fuscus",6,NA
"12662",12267,4779,"Strongylura","marina",3,NA
"12663",12112,4755,"Fundulus","majalis",1,NA
"12664",12113,4755,"Syngnathus","fuscus",2,NA
"12665",12114,4755,"Trinectes","maculatus",1,NA
"12666",12115,4755,"Bairdiella","chrysoura",36,NA
"12667",12116,4755,"Tautogolabrus","adspersus",1,NA
"12668",12117,4755,"Opsanus","tau",1,NA
"12669",12118,4756,"Syngnathus","fuscus",2,NA
"12670",12119,4756,"Fundulus","majalis",62,NA
"12671",12120,4756,"Callinectes","sapidus",7,NA
"12672",12121,4756,"Fundulus","heteroclitus",16,NA
"12673",12122,4756,"Mugil","curema",4,NA
"12674",12123,4756,"Chilomycterus","schoepfi",1,NA
"12675",12124,4756,"Menidia","menidia",101,NA
"12676",12125,4756,"Bairdiella","chrysoura",5,NA
"12677",12126,4757,"Fundulus","majalis",60,NA
"12678",12127,4757,"Syngnathus","fuscus",1,NA
"12679",12128,4757,"Menidia","menidia",48,NA
"12680",12129,4757,"Callinectes","sapidus",2,NA
"12681",12130,4757,"Fundulus","heteroclitus",20,NA
"12682",12131,4757,"Morone","americana",1,NA
"12683",12132,4757,"Cyprinodon","variegatus",1,NA
"12684",12133,4758,"Syngnathus","fuscus",2,NA
"12685",12134,4758,"Menidia","menidia",104,NA
"12686",12135,4758,"Opsanus","tau",7,NA
"12687",12136,4758,"Fundulus","majalis",3,NA
"12688",12137,4758,"Gobiesox","strumosus",1,NA
"12689",12138,4758,"Callinectes","sapidus",3,NA
"12690",12139,4758,"Paralichthys","dentatus",1,NA
"12691",12140,4758,"Fundulus","heteroclitus",1,NA
"12692",12141,4759,"Menidia","menidia",54,NA
"12693",12142,4759,"Callinectes","sapidus",6,NA
"12694",12143,4759,"Opsanus","tau",5,NA
"12695",12144,4759,"Fundulus","majalis",2,NA
"12696",12145,4759,"Fundulus","heteroclitus",6,NA
"12697",12146,4759,"Lagodon","rhomboides",1,NA
"12698",12147,4759,"Syngnathus","fuscus",1,NA
"12699",12148,4759,"Gobiesox","strumosus",1,NA
"12700",12149,4760,"Menidia","menidia",485,NA
"12701",12150,4760,"Callinectes","sapidus",1,NA
"12702",12151,4760,"Menticirrhus","saxatilis",9,NA
"12703",12152,4760,"Strongylura","marina",1,NA
"12704",12153,4760,"Fundulus","majalis",1,NA
"12705",12154,4760,"Astroscopus","guttatus",1,NA
"12706",12155,4761,"Mnemiopsis","leidyi",4,NA
"12707",12156,4761,"Menidia","menidia",418,NA
"12708",12157,4761,"Fundulus","majalis",8,NA
"12709",12158,4761,"Menticirrhus","saxatilis",3,NA
"12710",12159,4761,"Sphoeroides","maculatus",2,NA
"12711",12160,4762,"Chrysaora","quinquecirrha",34,NA
"12712",12161,4762,"Opsanus","tau",2,NA
"12713",12162,4762,"Callinectes","sapidus",14,NA
"12714",12163,4762,"Brevoortia","tyrannus",4,NA
"12715",12164,4762,"Pomatomus","saltatrix",1,NA
"12716",12165,4762,"Micropogonias","undulatus",1,NA
"12717",12166,4762,"Menidia","menidia",20,NA
"12718",12167,4762,"Anchoa","mitchilli",2,NA
"12719",12168,4763,"Callinectes","sapidus",3,NA
"12720",12169,4763,"Anchoa","mitchilli",3,NA
"12721",12170,4763,"Chrysaora","quinquecirrha",21,NA
"12722",12171,4763,"Brevoortia","tyrannus",1,NA
"12723",12172,4763,"Fundulus","majalis",3,NA
"12724",12173,4763,"Fundulus","heteroclitus",2,NA
"12725",12174,4763,"Menidia","menidia",2,NA
"12726",12175,4763,"Opsanus","tau",1,NA
"12727",12176,4764,"Callinectes","sapidus",20,NA
"12728",12177,4764,"Chrysaora","quinquecirrha",2,NA
"12729",12178,4764,"Menidia","menidia",2,NA
"12730",12179,4764,"Gobiesox","strumosus",1,NA
"12731",12180,4765,"Anchoa","mitchilli",17,NA
"12732",12181,4765,"Chrysaora","quinquecirrha",2,NA
"12733",12182,4765,"Pomatomus","saltatrix",4,NA
"12734",12183,4765,"Menidia","menidia",5,NA
"12735",12184,4765,"Callinectes","sapidus",2,NA
"12736",12185,4766,"Fundulus","majalis",2,NA
"12737",12186,4766,"Anchoa","mitchilli",2,NA
"12738",12187,4766,"Mnemiopsis","leidyi",9,NA
"12739",12188,4766,"Chrysaora","quinquecirrha",1,NA
"12740",12189,4766,"Pomatomus","saltatrix",4,NA
"12741",12268,4779,"Gobiesox","strumosus",3,NA
"12742",12269,4779,"Bairdiella","chrysoura",11,NA
"12743",12270,4779,"Chasmodes","bosquianus",1,NA
"12744",12271,4779,"Anchoa","hepsetus",2,NA
"12745",12272,4779,"Opsanus","tau",3,NA
"12746",12273,4779,"Pomatomus","saltatrix",1,NA
"12747",12274,4779,"Trachinotus","falcatus",1,NA
"12748",12275,4780,"Mnemiopsis","leidyi",108,NA
"12749",12276,4780,"Menidia","menidia",1,NA
"12750",12277,4780,"Brevoortia","tyrannus",9,NA
"12751",12278,4780,"Paralichthys","dentatus",1,NA
"12752",12279,4780,"Callinectes","sapidus",4,NA
"12753",12280,4780,"Anchoa","mitchilli",3,NA
"12754",12281,4781,"Mnemiopsis","leidyi",90,NA
"12755",12282,4781,"Menidia","menidia",12,NA
"12756",12283,4781,"Callinectes","sapidus",1,NA
"12757",12284,4781,"Anchoa","mitchilli",4,NA
"12758",12285,4781,"Pomatomus","saltatrix",1,NA
"12759",12286,4781,"Chrysaora","quinquecirrha",1,NA
"12760",12287,4782,"Menidia","menidia",464,NA
"12761",12288,4782,"Fundulus","majalis",46,NA
"12762",12289,4782,"Paralichthys","dentatus",1,NA
"12763",12290,4782,"Fundulus","heteroclitus",35,NA
"12764",12291,4782,"Gobiesox","strumosus",1,NA
"12765",12292,4782,"Callinectes","sapidus",9,NA
"12766",12293,4782,"Mnemiopsis","leidyi",1,NA
"12767",12294,4782,"Pseudopleuronectes","americanus",2,NA
"12768",12295,4782,"Menticirrhus","saxatilis",2,NA
"12769",12296,4783,"Brevoortia","tyrannus",136,NA
"12770",12297,4783,"Fundulus","heteroclitus",41,NA
"12771",12298,4783,"Menidia","menidia",212,NA
"12772",12299,4783,"Syngnathus","fuscus",2,NA
"12773",12300,4783,"Fundulus","majalis",7,NA
"12774",12301,4783,"Callinectes","sapidus",1,NA
"12775",12302,4783,"Strongylura","marina",1,NA
"12776",12303,4784,"Menidia","menidia",227,NA
"12777",12304,4784,"Bairdiella","chrysoura",6,NA
"12778",12305,4784,"Syngnathus","fuscus",3,NA
"12779",12306,4784,"Mnemiopsis","leidyi",1,NA
"12780",12307,4784,"Callinectes","sapidus",7,NA
"12781",12308,4784,"Brevoortia","tyrannus",38,NA
"12782",12309,4784,"Lagodon","rhomboides",3,NA
"12783",12310,4784,"Strongylura","marina",1,NA
"12784",12311,4784,"Menticirrhus","saxatilis",2,NA
"12785",12312,4784,"Tautoga","onitis",1,NA
"12786",12313,4784,"Fundulus","majalis",1,NA
"12787",12314,4785,"Fundulus","heteroclitus",1,NA
"12788",12315,4785,"Menidia","menidia",110,NA
"12789",12316,4785,"Bairdiella","chrysoura",3,NA
"12790",12317,4785,"Tautoga","onitis",1,NA
"12791",12318,4785,"Lagodon","rhomboides",1,NA
"12792",12319,4785,"Chilomycterus","schoepfi",1,NA
"12793",12320,4785,"Anchoa","hepsetus",1,NA
"12794",12321,4785,"Brevoortia","tyrannus",1,NA
"12795",12322,4785,"Callinectes","sapidus",1,NA
"12796",12323,4786,"Callinectes","sapidus",2,NA
"12797",12324,4786,"Syngnathus","fuscus",1,NA
"12798",12325,4786,"Bairdiella","chrysoura",290,NA
"12799",12326,4786,"Fundulus","heteroclitus",2,NA
"12800",12327,4786,"Hippocampus","erectus",1,NA
"12801",12328,4786,"Menidia","menidia",222,NA
"12802",12329,4786,"Strongylura","marina",2,NA
"12803",12330,4786,"Opsanus","tau",1,NA
"12804",12331,4786,"Tautoga","onitis",1,NA
"12805",12332,4786,"Chilomycterus","schoepfi",1,NA
"12806",12333,4786,"Anchoa","hepsetus",1,NA
"12807",12334,4787,"Bairdiella","chrysoura",21,NA
"12808",12335,4787,"Menidia","menidia",105,NA
"12809",12336,4787,"Opsanus","tau",1,NA
"12810",12337,4787,"Syngnathus","fuscus",1,NA
"12811",12338,4787,"Callinectes","sapidus",6,NA
"12812",12339,4787,"Fundulus","heteroclitus",4,NA
"12813",12340,4787,"Gobiosoma","bosc",1,NA
"12814",12341,4787,"Trachinotus","falcatus",15,NA
"12815",12342,4787,"Chilomycterus","schoepfi",1,NA
"12816",12343,4787,"Anguilla","rostrata",1,NA
"12817",12344,4787,"Menticirrhus","saxatilis",1,NA
"12818",12345,4787,"Fundulus","majalis",4,NA
"12819",12346,4788,"Opsanus","tau",5,NA
"12820",12347,4788,"Menidia","menidia",164,NA
"12821",12348,4788,"Fundulus","heteroclitus",2,NA
"12822",12349,4788,"Chasmodes","bosquianus",4,NA
"12823",12350,4788,"Fundulus","majalis",1,NA
"12824",12351,4788,"Mnemiopsis","leidyi",1,NA
"12825",12352,4788,"Callinectes","sapidus",6,NA
"12826",12353,4788,"Menticirrhus","saxatilis",1,NA
"12827",12354,4789,"Menidia","menidia",141,NA
"12828",12355,4789,"Fundulus","majalis",4,NA
"12829",12356,4789,"Opsanus","tau",6,NA
"12830",12357,4789,"Fundulus","heteroclitus",2,NA
"12831",12358,4789,"Chasmodes","bosquianus",2,NA
"12832",12359,4789,"Callinectes","sapidus",2,NA
"12833",12360,4790,"Strongylura","marina",3,NA
"12834",12361,4790,"Menidia","menidia",249,NA
"12835",12362,4790,"Mnemiopsis","leidyi",5,NA
"12836",12363,4790,"Trachinotus","falcatus",1,NA
"12837",12364,4790,"Synodus","foetens",1,NA
"12838",12365,4791,"Menidia","menidia",357,NA
"12839",12366,4791,"Mnemiopsis","leidyi",33,NA
"12840",12367,4791,"Menticirrhus","saxatilis",1,NA
"12841",12368,4791,"Strongylura","marina",4,NA
"12842",12369,4791,"Trachinotus","falcatus",2,NA
"12843",12370,4791,"Mugil","curema",2,NA
"12844",12371,4791,"Fundulus","majalis",1,NA
"12845",12372,4792,"Callinectes","sapidus",4,NA
"12846",12373,4792,"Menidia","menidia",111,NA
"12847",12374,4792,"Pomatomus","saltatrix",1,NA
"12848",12375,4792,"Trinectes","maculatus",1,NA
"12849",12376,4793,"Callinectes","sapidus",1,NA
"12850",12377,4793,"Menidia","menidia",15,NA
"12851",12378,4794,"Menidia","menidia",25,NA
"12852",12379,4794,"Callinectes","sapidus",2,NA
"12853",12380,4794,"Chrysaora","quinquecirrha",8,NA
"12854",12381,4794,"Mnemiopsis","leidyi",67,NA
"12855",12382,4795,"Mnemiopsis","leidyi",23,NA
"12856",12383,4795,"Callinectes","sapidus",2,NA
"12857",12384,4795,"Fundulus","majalis",3,NA
"12858",12385,4795,"Chrysaora","quinquecirrha",3,NA
"12859",12386,4795,"Menidia","menidia",2,NA
"12860",12387,4795,"Pomatomus","saltatrix",6,NA
"12861",12388,4796,"Chrysaora","quinquecirrha",52,NA
"12862",12389,4796,"Paralichthys","dentatus",1,NA
"12863",12390,4796,"Opsanus","tau",4,NA
"12864",12391,4796,"Menidia","menidia",6,NA
"12865",12392,4796,"Syngnathus","fuscus",1,NA
"12866",12393,4796,"Callinectes","sapidus",15,NA
"12867",12394,4796,"Anchoa","mitchilli",4,NA
"12868",12395,4796,"Brevoortia","tyrannus",13,NA
"12869",12396,4796,"Anchoa","hepsetus",3,NA
"12870",12397,4796,"Fundulus","majalis",5,NA
"12871",12398,4797,"Brevoortia","tyrannus",46,NA
"12872",12399,4797,"Menidia","menidia",4,NA
"12873",12400,4797,"Chrysaora","quinquecirrha",10,NA
"12874",12401,4797,"Callinectes","sapidus",5,NA
"12875",12402,4797,"Anchoa","mitchilli",20,NA
"12876",12403,4797,"Anchoa","hepsetus",1,NA
"12877",12404,4797,"Bairdiella","chrysoura",1,NA
"12878",12405,4797,"Opsanus","tau",1,NA
"12879",12406,4797,"Bougainvillia","sp.",1,NA
"12880",12407,4798,"Chrysaora","quinquecirrha",19,NA
"12881",12408,4798,"Paralichthys","dentatus",2,NA
"12882",12409,4798,"Brevoortia","tyrannus",1,NA
"12883",12410,4798,"Anchoa","mitchilli",6,NA
"12884",12411,4798,"Menidia","menidia",13,NA
"12885",12412,4798,"Callinectes","sapidus",1,NA
"12886",12413,4799,"Chrysaora","quinquecirrha",26,NA
"12887",12414,4799,"Menidia","menidia",5,NA
"12888",12415,4799,"Anchoa","mitchilli",20,NA
"12889",12416,4799,"Mnemiopsis","leidyi",2,NA
"12890",12417,4799,"Brevoortia","tyrannus",11,NA
"12891",12418,4799,"Callinectes","sapidus",3,NA
"12892",12419,4799,"Bougainvillia","sp.",3,NA
"12893",12420,4800,"Chrysaora","quinquecirrha",8,NA
"12894",12421,4800,"Callinectes","sapidus",1,NA
"12895",12422,4800,"Menidia","menidia",51,NA
"12896",12423,4800,"Menticirrhus","saxatilis",1,NA
"12897",12424,4801,"Callinectes","sapidus",58,NA
"12898",12425,4801,"Chrysaora","quinquecirrha",17,NA
"12899",12426,4801,"Menidia","menidia",22,NA
"12900",12427,4801,"Rhacostoma","atlanticum",1,NA
"12901",12428,4802,"Menidia","menidia",245,NA
"12902",12429,4802,"Chrysaora","quinquecirrha",11,NA
"12903",12430,4802,"Paralichthys","dentatus",1,NA
"12904",12431,4802,"Pomatomus","saltatrix",1,NA
"12905",12432,4802,"Callinectes","sapidus",1,NA
"12906",12433,4803,"Chrysaora","quinquecirrha",3,NA
"12907",12434,4803,"Menidia","menidia",21,NA
"12908",12435,4804,"Menidia","menidia",116,NA
"12909",12436,4804,"Bairdiella","chrysoura",9,NA
"12910",12437,4804,"Strongylura","marina",1,NA
"12911",12438,4804,"Fundulus","heteroclitus",5,NA
"12912",12439,4804,"Callinectes","sapidus",9,NA
"12913",12440,4804,"Anchoa","hepsetus",1,NA
"12914",12441,4804,"Gobiosoma","bosc",1,NA
"12915",12442,4805,"Opsanus","tau",4,NA
"12916",12443,4805,"Callinectes","sapidus",9,NA
"12917",12444,4805,"Menidia","menidia",55,NA
"12918",12445,4805,"Anchoa","hepsetus",1,NA
"12919",12446,4805,"Syngnathus","fuscus",1,NA
"12920",12447,4805,"Trachinotus","falcatus",6,NA
"12921",12448,4805,"Menticirrhus","saxatilis",2,NA
"12922",12453,4806,"Brevoortia","tyrannus",2408,NA
"12923",12454,4806,"Fundulus","heteroclitus",2,NA
"12924",12455,4806,"Strongylura","marina",2,NA
"12925",12456,4806,"Menidia","menidia",49,NA
"12926",12457,4806,"Callinectes","sapidus",5,NA
"12927",12458,4806,"Opsanus","tau",1,NA
"12928",12459,4806,"Libinia","dubia",1,NA
"12929",12539,4818,"Menidia","menidia",6,NA
"12930",12540,4818,"Pomatomus","saltatrix",2,NA
"12931",12541,4818,"Anchoa","mitchilli",17,NA
"12932",12542,4818,"Callinectes","sapidus",1,NA
"12933",12543,4818,"Opisthonema","oglinum",1,NA
"12934",12544,4819,"Callinectes","sapidus",40,NA
"12935",12545,4819,"Paralichthys","dentatus",1,NA
